IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,IMF12,IMF13,IMF14,IMF15,IMFRS
14.91300739,2.039842601,-0.882174365,1.987238647,-1.087339296,1.36077821,-1.169321861,0.870530812,-0.939310674,0.878326054,-0.545658705,0.227750006,-0.45257564,0.288555651,-0.058321297,0.268672469
14.89458724,2.073719191,-1.141868865,2.005538658,-0.675375199,0.586577132,0.538213487,-0.724928737,0.722667905,-0.831175406,0.81759764,-0.801495695,0.598020599,-0.288238936,0.086631516,-0.010470532
14.87525475,2.10353938,-1.327651387,1.512297421,0.154218294,-0.726355022,1.775625571,-1.331389803,1.048537602,-0.507183097,-0.166656059,0.80528747,-0.507464874,0.255394665,-0.119585751,0.156130839
14.85408609,2.128637465,-1.426609971,0.571004754,1.023169889,-1.562682326,1.066998825,0.164196588,-0.844129227,1.185084993,-0.761749884,-0.159801014,0.190232077,-0.182477113,0.158490333,-0.204451478
14.83633468,2.154678406,-1.423024314,-0.621742413,1.49017688,-1.199996793,-0.919806302,1.573283677,-1.14622452,-0.080028394,0.923883712,-0.685505699,0.250603215,0.072321529,-0.201616451,-0.353337214
14.82559944,2.185622968,-1.308841754,-1.789210289,1.260213166,0.159150112,-2.00312395,0.587251257,0.958957376,-1.255831508,-0.049185516,1.063223142,-0.65140105,0.059404613,0.241755719,-0.513583725
14.82475576,2.224576575,-1.08408716,-2.640053644,0.356803381,1.479572684,-0.889481361,-1.471323896,1.225726561,0.73757111,-0.990104979,-0.641467739,0.822096563,-0.210177281,-0.286827294,-0.597579282
14.83544462,2.273217756,-0.758057095,-2.942204059,-0.851010242,1.677654262,1.287751542,-1.400400255,-1.098654678,0.956850363,0.99355377,-0.338149308,-0.679427729,0.347664373,0.323844238,-0.62807756
14.85836409,2.33204665,-0.34903196,-2.584744674,-1.796589087,0.504728781,2.112348764,0.901262322,-1.332834302,-1.311166178,0.124782886,1.124720312,0.227768326,-0.468373857,-0.365047843,-0.528234231
14.89047029,2.397496024,0.113104603,-1.616719511,-1.986716885,-1.193525371,0.559912753,1.959823773,1.203968374,-0.362514254,-1.224447271,-1.104716332,0.354376941,0.535217715,0.395156659,0.019112493
14.92384262,2.460862453,0.587977423,-0.242004286,-1.25469323,-2.080256141,-1.742262225,-0.023580365,1.41270229,1.589763354,1.029300117,0.214402219,-0.846462558,-0.539519811,-0.417941734,-0.072130125
14.95715461,2.520090608,1.041033874,1.241520121,0.144782617,-1.355651565,-2.192266001,-2.126667927,-1.308810947,-0.4192722,0.36677214,0.922336972,1.039562397,0.474759503,0.432167683,0.26248811
14.98767086,2.571653052,1.43663175,2.497312594,1.602972943,0.529575633,-0.157809746,-1.013561941,-1.493024616,-1.484464608,-1.474578037,-1.431637095,-0.828156429,-0.342283941,-0.436027749,-0.064272675
15.01236227,2.611495627,1.739740528,3.224080955,2.415126202,2.133435287,2.17203829,1.777548284,1.403344446,1.188010938,0.986102517,0.850726623,0.254092444,0.144467483,0.421251943,2.826176166
14.98857788,2.595350046,1.876317917,3.185312919,2.080847462,2.089092226,2.110179681,1.917435164,1.547158525,0.966174319,0.671883646,0.453852679,0.493031391,0.121500677,-0.359854285,2.38313975
14.92184386,2.528981613,1.84559776,2.414823941,0.755377759,0.432746386,-0.251604305,-0.809514972,-1.327902438,-1.560787152,-1.523827314,-1.345128097,-0.979441494,-0.318038043,0.326897914,-0.110025414
14.85191921,2.453923302,1.703504685,1.183699621,-0.844872192,-1.449847261,-2.19442445,-2.198421696,-1.456153083,-0.164552611,0.703085428,1.195841102,1.032675232,0.437545389,-0.302624267,0.04870159
14.78204551,2.374522968,1.47016955,-0.197642604,-1.961368803,-2.128079348,-1.660095692,-0.280583475,1.217532742,1.496176985,0.802432025,-0.194585907,-0.672432461,-0.482176445,0.276989478,-0.032904527
14.71261663,2.291957793,1.164627946,-1.41944506,-2.117189172,-1.180412277,0.599980367,1.921491942,1.347492821,-0.551945096,-1.365993207,-0.882705638,0.067784084,0.452228425,-0.251177954,-0.0893116
14.64475503,2.208048004,0.809224457,-2.233874269,-1.307608641,0.569957457,2.042226417,1.163279265,-1.110323033,-1.092946924,0.456905709,1.251759955,0.520051364,-0.362707991,0.223155057,-0.081901853
14.57937801,2.124361666,0.427758663,-2.505219328,0.030885684,1.760532383,1.191137177,-1.244578551,-1.243929684,1.000262979,0.863541689,-0.698858469,-0.857696971,0.232758384,-0.194050921,-0.466282712
14.52187966,2.046953795,0.049292626,-2.224880933,1.257930592,1.5543939,-0.854647892,-1.663072301,0.99957923,0.509092471,-1.185933565,-0.317480721,0.820876501,-0.093339627,0.157926888,-0.27857062
14.4702454,1.974202309,-0.307540772,-1.519254407,1.815958139,0.202038672,-1.83004127,0.352346571,1.115459014,-1.142148351,0.224942631,1.012359888,-0.469435984,-0.044886249,-0.124429065,-0.239816529
14.42332392,1.905257337,-0.62575195,-0.596149611,1.495318769,-1.20883183,-0.797766778,1.676802667,-0.901338602,0.075466862,0.899727047,-0.921571249,-0.032602519,0.157952382,0.089870508,-0.249706949
14.38126315,1.840556512,-0.889653889,0.314828166,0.510351892,-1.622352254,0.973098413,0.46351794,-0.994911105,0.976688912,-0.988376106,0.180229849,0.465381932,-0.23700456,-0.059137178,-0.264481675
14.34464001,1.780947458,-1.08650165,1.017694777,-0.633352979,-0.805123332,1.547387501,-1.300006419,0.79415336,-0.524303295,0.020931025,0.608958813,-0.668671903,0.269694673,0.028538892,-0.394986928
14.31531479,1.728532809,-1.206313092,1.392701836,-1.397136159,0.539110843,0.438027765,-1.029018872,0.865758289,-0.617213616,0.88260348,-0.885979554,0.578076388,-0.263514985,-0.005013267,-0.345936652
14.29303493,1.683179636,-1.246481726,1.409655884,-1.469035719,1.361711138,-1.022792717,0.666108846,-0.703054938,0.727483304,-0.785622128,0.497879679,-0.274906422,0.21530356,-0.018532819,-0.39393051
14.27807263,1.645185439,-1.208972399,1.125948951,-0.884454441,1.089875087,-1.26806845,1.207935124,-0.752577806,0.190342716,-0.134241362,0.190266477,-0.100032623,-0.145215677,0.034360766,-0.288424433
14.26889856,1.612909086,-1.102769339,0.657378697,0.021073263,0.018065142,-0.179270779,-0.032028802,0.593408945,-0.705657604,0.819130783,-0.663497288,0.373135319,0.058532709,-0.049509078,-0.199799613
14.26324287,1.583861674,-0.941962339,0.142611746,0.801370695,-0.98147036,0.950746996,-1.067802523,0.625956309,0.152829377,-0.580508099,0.606114315,-0.451163802,0.023270643,0.058687777,0.014214726
14.25802399,1.554688549,-0.744453301,-0.293765678,1.121799164,-1.162817521,0.947912223,-0.463917508,-0.490432463,0.50869672,-0.238616626,-0.133832332,0.328372913,-0.088305671,-0.063185086,-0.040167376
14.25240519,1.524302362,-0.527185657,-0.566400649,0.906525044,-0.456116462,-0.019600884,0.698885553,-0.499921996,-0.339229506,0.718464375,-0.357975126,-0.089135875,0.126356608,0.062200385,0.406426636
14.24015792,1.486164459,-0.31335434,-0.653986019,0.329674252,0.524863263,-0.812241991,0.705991316,0.383783986,-0.253086127,-0.395743975,0.521146169,-0.139468421,-0.129918098,-0.051944593,0.247962202
14.22266959,1.441600507,-0.115563509,-0.576303125,-0.280331518,1.032304037,-0.629577576,-0.238667338,0.397506167,0.378815442,-0.274587293,-0.278448845,0.271123338,0.113793065,0.041283494,0.274383562
14.19906086,1.389732503,0.053522387,-0.394173373,-0.636878652,0.740155871,0.172852811,-0.658629406,-0.265982274,0.032295398,0.563455733,-0.117737357,-0.26022554,-0.082524248,-0.027248569,0.622323854
14.16512236,1.326434315,0.180957953,-0.186798404,-0.629705781,-0.053845056,0.643921385,-0.108276272,-0.283287377,-0.277654548,-0.230754438,0.359031893,0.148752675,0.059203367,0.021809697,0.115088226
14.12793861,1.259281168,0.271384083,-0.00507963,-0.32596874,-0.68910538,0.382468626,0.464153338,0.183958248,0.11775239,-0.241922614,-0.269253628,0.013171788,-0.037691656,-0.015839412,-0.035247192
14.09219845,1.193514834,0.330091353,0.120218024,0.068835004,-0.714335172,-0.176051009,0.297258793,0.17804862,0.105938899,0.353162698,-0.021334597,-0.147183533,0.02135834,0.00992887,-0.411649572
14.06273549,1.134440522,0.363754944,0.181680782,0.33369248,-0.212988773,-0.40906805,-0.202089827,-0.108409644,-0.134949817,-0.110674227,0.22421754,0.186591267,-0.019102258,-0.01101934,0.06118891
14.03287971,1.075556916,0.366497888,0.176576227,0.335693216,0.321335822,-0.219814389,-0.326511612,-0.099333243,0.031644054,-0.150193822,-0.192724843,-0.13510337,0.020913671,0.014534983,0.068048791
14.0041599,1.018802438,0.344265118,0.135159205,0.131003062,0.484881124,0.069248135,-0.025173614,0.046627218,0.062282255,0.197325413,0.015980831,0.046831596,-0.010043429,-0.012510873,-1.138838377
13.99474546,0.983066271,0.323254654,0.116374635,-0.081184662,0.275933762,0.201392594,0.230762658,0.037397464,-0.092412663,-0.076929807,0.113500225,0.018256669,-0.028713809,-0.006710403,-0.858733046
14.00120689,0.964868532,0.301192174,0.12408939,-0.171825074,-0.075598878,0.119706964,0.098595681,-0.054320793,-0.015602064,-0.103208914,-0.149015177,-0.084484852,0.054082864,0.014537087,-0.024223833
14.00968978,0.949757476,0.260426252,0.121541858,-0.140191874,-0.320510817,-0.048444957,-0.16657032,-0.028153502,0.074469732,0.141227528,0.067217846,0.122662487,-0.071169301,-0.018832375,0.046880192
14.01674218,0.933859101,0.195921503,0.083145342,-0.050497493,-0.316617681,-0.118551566,-0.123213155,0.069242594,-0.004823937,-0.02016297,0.063364827,-0.114644121,0.082322243,0.022376742,0.271536396
14.01919582,0.913737126,0.105581761,-0.003150116,0.014933791,-0.108066816,-0.054576088,0.127489842,0.029202685,-0.043459657,-0.086682828,-0.127750938,0.070123684,-0.080916932,-0.020031195,0.144369866
14.01921551,0.89155299,-0.003579603,-0.121347385,0.02229157,0.14936475,0.04580509,0.158495704,-0.063665756,0.016543565,0.081270445,0.093939029,0.00751295,0.076845398,0.018684348,-0.2029286
14.02250878,0.873161912,-0.118553844,-0.234509874,-0.00186245,0.297976044,0.080907895,-0.073256645,-0.018672246,0.023086751,0.003868218,0.005146549,-0.09037983,-0.071676627,-0.019130396,-0.178614238
14.02905187,0.858522594,-0.232966577,-0.311127577,-0.016653639,0.24711597,0.024083082,-0.192407343,0.043884282,-0.026090707,-0.072224723,-0.103841897,0.134632942,0.057373152,0.015485811,-0.024837244
14.03649108,0.845143047,-0.343666725,-0.329490995,0.003604693,0.028757536,-0.056171126,-0.006936634,-0.00294806,-0.010622119,0.04759809,0.122784969,-0.123330186,-0.036234569,-0.009610683,-0.045368313
14.04433634,0.832407625,-0.445540038,-0.276644675,0.056365404,-0.212501522,-0.06823548,0.194002141,-0.024527406,0.028442518,0.027522593,-0.04599286,0.059908864,0.008737092,0.000846513,0.120872887
14.05050633,0.818106886,-0.535254746,-0.156561038,0.10568836,-0.315174973,-0.003627156,0.089416386,0.023788643,-0.001877807,-0.057131212,-0.067716488,0.030800052,0.024332176,0.012201894,-0.027497304
14.05691734,0.804146114,-0.604848508,0.016851984,0.113247929,-0.197361587,0.068432507,-0.152648035,0.013668419,-0.01710803,0.019433546,0.136936624,-0.105962805,-0.056396635,-0.027502336,-0.057806527
14.06436912,0.791308403,-0.648263276,0.212603059,0.055357275,0.069029042,0.065785715,-0.15366968,-0.045189364,0.00321451,0.028280414,-0.108918342,0.130357791,0.081053899,0.043367004,-0.028685569
14.07247275,0.779145219,-0.662085124,0.386869977,-0.057601879,0.297224417,-0.015590564,0.08120291,-0.006647328,0.004543159,-0.03400828,-0.004120511,-0.095760486,-0.095810659,-0.060464531,-0.029369069
14.08094704,0.767304619,-0.644188761,0.494702197,-0.175720203,0.317622086,-0.087219876,0.183480763,0.064932362,0.005248659,0.001745452,0.121677088,0.018202363,0.097554149,0.077833452,0.035878606
14.08919752,0.755124916,-0.594161758,0.501358078,-0.231205132,0.104214669,-0.063538068,-0.000258179,-0.000736922,-0.00162571,0.02195208,-0.154223693,0.067243693,-0.084970375,-0.094538997,-0.103832128
14.09898329,0.744344181,-0.510372269,0.395755681,-0.172669196,-0.193881515,0.040170178,-0.174878113,-0.081826386,-0.015527233,-0.009413378,0.072710369,-0.121232687,0.059171227,0.109640466,-0.030974617
14.10951983,0.734088085,-0.395949806,0.187988921,-0.009527955,-0.364056528,0.104056411,-0.07801354,0.002336739,0.00347899,-0.019555818,0.062544861,0.114405213,-0.026766845,-0.124944848,0.010396289
14.11981903,0.723255348,-0.255979754,-0.086827147,0.187037519,-0.27734145,0.045463619,0.129334282,0.096177849,0.02501664,0.017670374,-0.154334037,-0.049142419,-0.007279903,0.140264012,0.026866036
14.12985025,0.711734668,-0.095662599,-0.371542005,0.317882236,0.017448119,-0.072634292,0.132682181,-0.001732584,-0.013307571,0.020415959,0.137377512,-0.04229051,0.039279962,-0.15451201,-0.05498932
14.14063213,0.700489665,0.079910027,-0.598888958,0.305586768,0.317237663,-0.109682258,-0.059468647,-0.108834628,-0.029351715,-0.040724769,-0.02148353,0.115582754,-0.065270402,0.167089624,-0.012823729
14.15186515,0.689126347,0.263032801,-0.710927605,0.134456844,0.398221978,-0.018466703,-0.153824105,-0.00188951,0.027638409,0.000920815,-0.115049391,-0.136410349,0.08033884,-0.178876762,-0.010156757
14.16282329,0.676791828,0.444650606,-0.672589669,-0.130705528,0.183663678,0.096688628,-0.019311068,0.118817767,0.023856977,0.055791912,0.17225442,0.091275794,-0.083482078,0.189000789,0.160472656
14.17156657,0.661418875,0.614277459,-0.481598899,-0.36670531,-0.184668235,0.100929786,0.134836376,0.006021515,-0.042270124,-0.049065418,-0.10282184,0.004322755,0.077241302,-0.194917224,-0.088567584
14.18154597,0.646462828,0.76813915,-0.162375879,-0.439316745,-0.427372488,-0.00337763,0.094681668,-0.118376117,0.00021557,-0.020271147,-0.039271454,-0.102481961,-0.059938673,0.19797017,-0.126233264
14.19364375,0.632725933,0.899552948,0.223262887,-0.291683737,-0.354573197,-0.103045806,-0.080526124,-0.016361103,0.037435492,0.0675582,0.143781897,0.148234606,0.027957298,-0.202228698,0.054265658
14.2049362,0.617055692,0.997444413,0.585232613,0.014599363,-0.018259725,-0.101186305,-0.150459178,0.106773723,-0.030695793,-0.042767343,-0.144721566,-0.120655502,0.012473051,0.206228227,0.094002134
14.21431837,0.598121645,1.053822006,0.834880681,0.334788169,0.3358721,0.002160429,-0.00726596,0.028475543,-0.010142074,-0.026020468,0.051559847,0.03420846,-0.053148285,-0.208525832,0.20689537
14.21922618,0.573111534,1.060796984,0.903132349,0.506339941,0.444835257,0.105849996,0.156885722,-0.093934313,0.043769976,0.068252345,0.069581807,0.07235659,0.089051438,0.21103815,0.46970604
14.21605061,0.538222831,1.012169908,0.761231452,0.434822914,0.228228636,0.111153534,0.11068293,-0.031240027,-0.016694325,-0.028593648,-0.127548221,-0.137762997,-0.104343269,-0.205790059,0.249409727
14.20713669,0.495838241,0.912271402,0.440607952,0.157049575,-0.139394897,0.027608552,-0.077645797,0.104984463,-0.016302298,-0.026273689,0.110597121,0.143678786,0.105827333,0.200597455,0.363419108
14.19188439,0.445455328,0.76550288,0.014017433,-0.190685064,-0.382316067,-0.067766451,-0.154318317,0.045375541,0.034151339,0.045625052,-0.031650024,-0.081239409,-0.086937159,-0.189622055,0.16252258
14.17319373,0.390219258,0.583224798,-0.41327521,-0.431621363,-0.322663826,-0.091763722,-0.010491741,-0.099369179,-0.006799279,-0.007207451,-0.048368115,-0.010769841,0.05874059,0.179083721,0.037867627
14.15368664,0.333033643,0.378450381,-0.735296951,-0.445330585,-0.018469883,-0.031730146,0.154471699,-0.052434569,-0.029002986,-0.030803387,0.093741147,0.091597599,-0.025216043,-0.168142654,-0.008553901
14.13426385,0.275023564,0.162902009,-0.875024091,-0.232803751,0.284141404,0.048259172,0.098836448,0.091744889,0.024882707,0.018566412,-0.094218887,-0.1278216,-0.008994076,0.156547899,-0.016305949
14.11501999,0.216452617,-0.052663457,-0.801957337,0.088126575,0.349794381,0.075630979,-0.108118318,0.056542246,0.010132518,0.018008649,0.051463443,0.104685681,0.037636087,-0.145509587,0.054755529
14.09492154,0.156416106,-0.259146977,-0.538783355,0.347045581,0.13719307,0.032766891,-0.16792434,-0.086519247,-0.032584142,-0.023961623,0.019452661,-0.035683049,-0.056666603,0.135615909,-0.002142416
14.07495477,0.096073697,-0.445667564,-0.150155574,0.415990795,-0.170307698,-0.031033401,0.023930389,-0.056804673,0.017600807,-0.006825862,-0.087089595,-0.043201583,0.06586699,-0.126010737,-0.077320756
14.05601225,0.036480314,-0.60263767,0.269790886,0.268872177,-0.325111171,-0.060569087,0.194039609,0.080426428,0.019927457,0.02791068,0.11303864,0.092915725,-0.067279889,0.115294437,0.05088921
14.03673563,-0.023614029,-0.72470323,0.617109061,-0.012616459,-0.2177925,-0.042729429,0.07571385,0.052800162,-0.041206668,-0.009634125,-0.075652655,-0.09340994,0.06176261,-0.103608459,-0.10915382
14.01911554,-0.082054614,-0.804485327,0.810993168,-0.275335021,0.05463632,0.008757617,-0.165054027,-0.070752021,0.014102495,-0.022725702,-0.013746012,0.049870966,-0.050639713,0.090820639,-0.063504311
14.00270437,-0.13919506,-0.839721178,0.804408324,-0.385839932,0.26484631,0.052078324,-0.171073296,-0.054989627,0.035220535,0.018884652,0.103060087,0.007685847,0.03186672,-0.079790476,0.019854395
